ElectionDate	PartyCode	PartyName	RaceCode	OfficeDesc	CountyCode	CountyName	Juris1num	Juris2num	Precincts	PrecinctsReporting	CanNameLast	CanNameFirst	CanNameMiddle	CanVotes
11/5/1996	LIB	Libertarian	PRE	President of the United States	LAF	Lafayette			5	5	Jo Jorgensen	Harry Browne	/	11
11/5/1996	LIB	Libertarian	PRE	President of the United States	LAK	Lake			77	77	Jo Jorgensen	Harry Browne	/	259
11/5/1996	LIB	Libertarian	PRE	President of the United States	LEE	Lee			150	150	Jo Jorgensen	Harry Browne	/	898
11/5/1996	LIB	Libertarian	PRE	President of the United States	LEO	Leon			94	94	Jo Jorgensen	Harry Browne	/	620
11/5/1996	LIB	Libertarian	PRE	President of the United States	LEV	Levy			21	21	Jo Jorgensen	Harry Browne	/	52
11/5/1996	LIB	Libertarian	PRE	President of the United States	LIB	Liberty			8	8	Jo Jorgensen	Harry Browne	/	7
11/5/1996	LIB	Libertarian	PRE	President of the United States	MAD	Madison			11	11	Jo Jorgensen	Harry Browne	/	20
11/5/1996	LIB	Libertarian	PRE	President of the United States	MAN	Manatee			126	126	Jo Jorgensen	Harry Browne	/	387
11/5/1996	LIB	Libertarian	PRE	President of the United States	MRN	Marion			89	89	Jo Jorgensen	Harry Browne	/	341
11/5/1996	LIB	Libertarian	PRE	President of the United States	MRT	Martin			35	35	Jo Jorgensen	Harry Browne	/	266
11/5/1996	LIB	Libertarian	PRE	President of the United States	MON	Monroe			33	33	Jo Jorgensen	Harry Browne	/	354
11/5/1996	LIB	Libertarian	PRE	President of the United States	NAS	Nassau			17	17	Jo Jorgensen	Harry Browne	/	87
11/5/1996	LIB	Libertarian	PRE	President of the United States	OKA	Okaloosa			47	47	Jo Jorgensen	Harry Browne	/	443
11/5/1996	LIB	Libertarian	PRE	President of the United States	OKE	Okeechobee			18	18	Jo Jorgensen	Harry Browne	/	31
11/5/1996	LIB	Libertarian	PRE	President of the United States	ORA	Orange			218	218	Jo Jorgensen	Harry Browne	/	1065
11/5/1996	LIB	Libertarian	PRE	President of the United States	OSC	Osceola			62	62	Jo Jorgensen	Harry Browne	/	162
11/5/1996	LIB	Libertarian	PRE	President of the United States	PAL	Palm Beach			479	479	Jo Jorgensen	Harry Browne	/	1804
11/5/1996	LIB	Libertarian	PRE	President of the United States	PAS	Pasco			144	144	Jo Jorgensen	Harry Browne	/	537
11/5/1996	LIB	Libertarian	PRE	President of the United States	PIN	Pinellas			343	343	Jo Jorgensen	Harry Browne	/	1993
11/5/1996	LIB	Libertarian	PRE	President of the United States	POL	Polk			152	152	Jo Jorgensen	Harry Browne	/	471
11/5/1996	LIB	Libertarian	PRE	President of the United States	PUT	Putnam			51	51	Jo Jorgensen	Harry Browne	/	72
11/5/1996	LIB	Libertarian	PRE	President of the United States	SAN	Santa Rosa			34	34	Jo Jorgensen	Harry Browne	/	176
11/5/1996	LIB	Libertarian	PRE	President of the United States	SAR	Sarasota			140	140	Jo Jorgensen	Harry Browne	/	857
11/5/1996	LIB	Libertarian	PRE	President of the United States	SEM	Seminole			133	133	Jo Jorgensen	Harry Browne	/	587
11/5/1996	LIB	Libertarian	PRE	President of the United States	STJ	St. Johns			57	57	Jo Jorgensen	Harry Browne	/	253
11/5/1996	LIB	Libertarian	PRE	President of the United States	STL	St. Lucie			77	77	Jo Jorgensen	Harry Browne	/	315
11/5/1996	LIB	Libertarian	PRE	President of the United States	SUM	Sumter			23	23	Jo Jorgensen	Harry Browne	/	46
11/5/1996	LIB	Libertarian	PRE	President of the United States	SUW	Suwannee			16	16	Jo Jorgensen	Harry Browne	/	44
11/5/1996	LIB	Libertarian	PRE	President of the United States	TAY	Taylor			14	14	Jo Jorgensen	Harry Browne	/	86
11/5/1996	LIB	Libertarian	PRE	President of the United States	UNI	Union			11	11	Jo Jorgensen	Harry Browne	/	12
11/5/1996	LIB	Libertarian	PRE	President of the United States	VOL	Volusia			174	174	Jo Jorgensen	Harry Browne	/	639
11/5/1996	LIB	Libertarian	PRE	President of the United States	WAK	Wakulla			12	12	Jo Jorgensen	Harry Browne	/	45
11/5/1996	LIB	Libertarian	PRE	President of the United States	WAL	Walton			33	33	Jo Jorgensen	Harry Browne	/	113
11/5/1996	LIB	Libertarian	PRE	President of the United States	WAS	Washington			15	15	Jo Jorgensen	Harry Browne	/	57
11/5/1996	WRI	Write-In	PRE	President of the United States	ALA	Alachua			50	50	Vinton Douglas Tompkins	John Hagelin	/	23
11/5/1996	WRI	Write-In	PRE	President of the United States	BAK	Baker			8	8	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	BAY	Bay			47	47	Vinton Douglas Tompkins	John Hagelin	/	5
11/5/1996	WRI	Write-In	PRE	President of the United States	BRA	Bradford			19	19	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	BRE	Brevard			219	219	Vinton Douglas Tompkins	John Hagelin	/	16
11/5/1996	WRI	Write-In	PRE	President of the United States	BRO	Broward			609	609	Vinton Douglas Tompkins	John Hagelin	/	17
11/5/1996	WRI	Write-In	PRE	President of the United States	CAL	Calhoun			13	13	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	CHA	Charlotte			63	63	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	CIT	Citrus			30	30	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	CLA	Clay			47	47	Vinton Douglas Tompkins	John Hagelin	/	5
11/5/1996	WRI	Write-In	PRE	President of the United States	CLL	Collier			94	94	Vinton Douglas Tompkins	John Hagelin	/	7
11/5/1996	WRI	Write-In	PRE	President of the United States	CLM	Columbia			30	30	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	DAD	Dade			576	576	Vinton Douglas Tompkins	John Hagelin	/	3
11/5/1996	WRI	Write-In	PRE	President of the United States	DES	Desoto			15	15	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	DIX	Dixie			11	11	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	DUV	Duval			257	257	Vinton Douglas Tompkins	John Hagelin	/	15
11/5/1996	WRI	Write-In	PRE	President of the United States	ESC	Escambia			101	101	Vinton Douglas Tompkins	John Hagelin	/	11
11/5/1996	WRI	Write-In	PRE	President of the United States	FLA	Flagler			25	25	Vinton Douglas Tompkins	John Hagelin	/	2
11/5/1996	WRI	Write-In	PRE	President of the United States	FRA	Franklin			8	8	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	GAD	Gadsden			16	16	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	GIL	Gilchrist			10	10	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	GLA	Glades			13	13	Vinton Douglas Tompkins	John Hagelin	/	2
11/5/1996	WRI	Write-In	PRE	President of the United States	GUL	Gulf			14	14	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HAM	Hamilton			8	8	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HAR	Hardee			12	12	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HEN	Hendry			22	22	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HER	Hernando			51	51	Vinton Douglas Tompkins	John Hagelin	/	2
11/5/1996	WRI	Write-In	PRE	President of the United States	HIG	Highlands			25	25	Vinton Douglas Tompkins	John Hagelin	/	8
11/5/1996	WRI	Write-In	PRE	President of the United States	HIL	Hillsborough			358	358	Vinton Douglas Tompkins	John Hagelin	/	21
11/5/1996	WRI	Write-In	PRE	President of the United States	HOL	Holmes			16	16	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	IND	Indian River			38	38	Vinton Douglas Tompkins	John Hagelin	/	5
11/5/1996	WRI	Write-In	PRE	President of the United States	JAC	Jackson			26	26	Vinton Douglas Tompkins	John Hagelin	/	1
11/5/1996	WRI	Write-In	PRE	President of the United States	JEF	Jefferson			13	13	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	LAF	Lafayette			5	5	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	LAK	Lake			77	77	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	LEE	Lee			150	150	Vinton Douglas Tompkins	John Hagelin	/	6
11/5/1996	WRI	Write-In	PRE	President of the United States	LEO	Leon			94	94	Vinton Douglas Tompkins	John Hagelin	/	30
11/5/1996	WRI	Write-In	PRE	President of the United States	LEV	Levy			21	21	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	LIB	Liberty			8	8	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	MAD	Madison			11	11	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	MAN	Manatee			126	126	Vinton Douglas Tompkins	John Hagelin	/	8
11/5/1996	WRI	Write-In	PRE	President of the United States	MRN	Marion			89	89	Vinton Douglas Tompkins	John Hagelin	/	2
11/5/1996	WRI	Write-In	PRE	President of the United States	MRT	Martin			35	35	Vinton Douglas Tompkins	John Hagelin	/	1
11/5/1996	WRI	Write-In	PRE	President of the United States	MON	Monroe			33	33	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	NAS	Nassau			17	17	Vinton Douglas Tompkins	John Hagelin	/	2
11/5/1996	WRI	Write-In	PRE	President of the United States	OKA	Okaloosa			47	47	Vinton Douglas Tompkins	John Hagelin	/	2
11/5/1996	WRI	Write-In	PRE	President of the United States	OKE	Okeechobee			18	18	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	ORA	Orange			218	218	Vinton Douglas Tompkins	John Hagelin	/	28
11/5/1996	WRI	Write-In	PRE	President of the United States	OSC	Osceola			62	62	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	PAL	Palm Beach			479	479	Vinton Douglas Tompkins	John Hagelin	/	53
11/5/1996	WRI	Write-In	PRE	President of the United States	PAS	Pasco			144	144	Vinton Douglas Tompkins	John Hagelin	/	4
11/5/1996	WRI	Write-In	PRE	President of the United States	PIN	Pinellas			343	343	Vinton Douglas Tompkins	John Hagelin	/	17
11/5/1996	WRI	Write-In	PRE	President of the United States	POL	Polk			152	152	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	PUT	Putnam			51	51	Vinton Douglas Tompkins	John Hagelin	/	2
11/5/1996	WRI	Write-In	PRE	President of the United States	SAN	Santa Rosa			34	34	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	SAR	Sarasota			140	140	Vinton Douglas Tompkins	John Hagelin	/	42
11/5/1996	WRI	Write-In	PRE	President of the United States	SEM	Seminole			133	133	Vinton Douglas Tompkins	John Hagelin	/	9
11/5/1996	WRI	Write-In	PRE	President of the United States	STJ	St. Johns			57	57	Vinton Douglas Tompkins	John Hagelin	/	10
11/5/1996	WRI	Write-In	PRE	President of the United States	STL	St. Lucie			77	77	Vinton Douglas Tompkins	John Hagelin	/	3
11/5/1996	WRI	Write-In	PRE	President of the United States	SUM	Sumter			23	23	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	SUW	Suwannee			16	16	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	TAY	Taylor			14	14	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	UNI	Union			11	11	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	VOL	Volusia			174	174	Vinton Douglas Tompkins	John Hagelin	/	23
11/5/1996	WRI	Write-In	PRE	President of the United States	WAK	Wakulla			12	12	Vinton Douglas Tompkins	John Hagelin	/	29
11/5/1996	WRI	Write-In	PRE	President of the United States	WAL	Walton			33	33	Vinton Douglas Tompkins	John Hagelin	/	4
11/5/1996	WRI	Write-In	PRE	President of the United States	WAS	Washington			15	15	Vinton Douglas Tompkins	John Hagelin	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	ALA	Alachua			50	50	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	BAK	Baker			8	8	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	BAY	Bay			47	47	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	BRA	Bradford			19	19	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	BRE	Brevard			219	219	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	BRO	Broward			609	609	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	CAL	Calhoun			13	13	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	CHA	Charlotte			63	63	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	CIT	Citrus			30	30	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	CLA	Clay			47	47	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	CLL	Collier			94	94	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	CLM	Columbia			30	30	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	DAD	Dade			576	576	Laura E. Garza	James Edward Harris	/	3
11/5/1996	WRI	Write-In	PRE	President of the United States	DES	Desoto			15	15	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	DIX	Dixie			11	11	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	DUV	Duval			257	257	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	ESC	Escambia			101	101	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	FLA	Flagler			25	25	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	FRA	Franklin			8	8	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	GAD	Gadsden			16	16	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	GIL	Gilchrist			10	10	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	GLA	Glades			13	13	Laura E. Garza	James Edward Harris	/	2
11/5/1996	WRI	Write-In	PRE	President of the United States	GUL	Gulf			14	14	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HAM	Hamilton			8	8	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HAR	Hardee			12	12	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HEN	Hendry			22	22	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HER	Hernando			51	51	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HIG	Highlands			25	25	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	HIL	Hillsborough			358	358	Laura E. Garza	James Edward Harris	/	1
11/5/1996	WRI	Write-In	PRE	President of the United States	HOL	Holmes			16	16	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	IND	Indian River			38	38	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	JAC	Jackson			26	26	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	JEF	Jefferson			13	13	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	LAF	Lafayette			5	5	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	LAK	Lake			77	77	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	LEE	Lee			150	150	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	LEO	Leon			94	94	Laura E. Garza	James Edward Harris	/	2
11/5/1996	WRI	Write-In	PRE	President of the United States	LEV	Levy			21	21	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	LIB	Liberty			8	8	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	MAD	Madison			11	11	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	MAN	Manatee			126	126	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	MRN	Marion			89	89	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	MRT	Martin			35	35	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	MON	Monroe			33	33	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	NAS	Nassau			17	17	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	OKA	Okaloosa			47	47	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	OKE	Okeechobee			18	18	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	ORA	Orange			218	218	Laura E. Garza	James Edward Harris	/	1
11/5/1996	WRI	Write-In	PRE	President of the United States	OSC	Osceola			62	62	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	PAL	Palm Beach			479	479	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	PAS	Pasco			144	144	Laura E. Garza	James Edward Harris	/	1
11/5/1996	WRI	Write-In	PRE	President of the United States	PIN	Pinellas			343	343	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	POL	Polk			152	152	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	PUT	Putnam			51	51	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	SAN	Santa Rosa			34	34	Laura E. Garza	James Edward Harris	/	0
11/5/1996	WRI	Write-In	PRE	President of the United States	SAR	Sarasota			140	140	Laura E. Garza	James Edward Harris	/	1
11/5/1996	WRI	Write-In	PRE	President of the United States	SEM	Seminole			133	133	Laura E. Garza	James Edward Harris	/	1
11/5/1996	WRI	Write-In	PRE	President of the United States	STJ	St. Johns			57	57	Laura E. Garza	James Edward Harris	/	0
